"Тепловая электрическая пушка Дніпро-М 3-фазная, 9кВт","Вес (кг): 10.2 
Гарантия (мес): 12 
Напряжение питания сети (В): 220 
Мощность (Вт): 9000 
Частота сети (Гц): 50 
Габариты (см): 41 х 38 х 43 
Класс защиты корпуса: IPX4 
Тепловая мощность (Вт): 9000 
Количество фаз: 3 
Необходимый предохранитель (А): 16 
Тип управления: ручной 
Термостат: есть 
Управление от термостата: есть 
Защита от перегрева: есть 
Режимы мощности (Вт): 352 / 4500 / 9000","Проблемы с отоплением помещений остались в прошлом. Представляем вашему вниманию 3-фазную тепловую пушку Дніпро-М, с помощью которой вы сможете обогреть не только свое жилье, но и промышленный объект большой площади. 
Данный аппарат способен за час работы нагреть воздух на 800 кубических метрах. Это возможно благодаря мощнейшему двигателю в 9 кВт. В пушке оборудован вентилятор, с помощью которого теплый воздух через нагретые стальные ТЭНы распространяется по помещению намного быстрее. 
Также, не стоит забывать и о небольшом весе аппарата (10,2 кг), что позволяет перемещать его не только с помощью автомобиля, но и вручную. А наличие защиты от перегрева избавит вас от неожиданной поломки пушки. 
3-фазная тепловая пушка Дніпро-М – надежный помощник в обогреве вашего жилья. Аппарат, который предназначен для создания комфорта. ","• Наличие термостата 
• Защита от перегрева 
• Небольшой вес – 10,2 кг 
• Тепловая мощность - 9 кВт 
• Производительность - 800 м³/ч "
"Компрессор воздушный 2-поршневой ВК100-2Р Дніпро-М, ременной","Вес (кг): 72
Гарантия (мес): 12
Питание: электричество
Напряжение питания сети (В): 220
Тип: поршневой
Мощность (Вт): 2200
Количество оборотов (об / мин): 1100
Частота сети (Гц) 
Тип передачи: ременная
Объем ресивера (л): 100
Рабочее давление: 0.8 МПа / 8 Бар
Производительность (л / ч): 400","Качественный, мобильный и функциональный компрессор ВК100-2Р от Дніпро-М – самая производительная модель в линейке двухпоршневых компрессоров. Как известно, воздушный компрессор широко используется в промышленных целях. С его помощью производится подача сжатого воздуха, пескоструйная очистка металла либо элементарная подкачка шин. 
Аппарат отличается хорошим показателем производительности (до 400 л/ч), также он оснащен электрическим двигателем мощностью 2.2 кВт. 
Воздушный компрессор ""Дніпро-М"" ВК100-2Р работает от электрической сети (220 В) и обладает отличной системой охлаждения двигателя. Это позволяет ему трудиться без перегрева на протяжении долгого времени. 
Также, у компрессора прочный корпус и относительно небольшой вес (72 кг). А с помощью колес в нижней части аппарата, он не является статичным. ","• Прочный корпус 
• Дополнительный воздушный фильтр 
• Вес – 72 кг 
• Эффективная система охлаждения двигателя "
"Компрессор воздушный 2-поршневой ВК50-2П Дніпро-М, прямая передача","Вес (кг): 36 
Гарантия (мес): 12 
Питание: электричество 
Напряжение питания сети (В): 220 
Тип: 2-х поршневой 
Мощность (Вт): 2200 
Количество оборотов (об / мин): 2850 
Частота сети (Гц): 50 
Тип передачи: прямая 
Объем ресивера (л): 50 
Рабочее давление: 0.8 МПа / 8 Бар 
Производительность (л / ч): 420","Двухпоршневой компрессор ВК50-2П от Дніпро-М способен надежно и качественно осуществлять свою работу за короткий промежуток времени. С его помощью вы сможете подкачать шины, совершить продувку воздухом и поработать с пневматическим инструментом.
Аппарат наделен полезными особенностями, среди которых прочный корпус и мобильность. ""Дніпро-М"" ВК50-2П устойчив к влиянию износа и коррозии, а относительно малый вес (36 кг) и колеса делают инструмент удобным для транспортировки.
У данной модели не случается перегрева, даже при длительном использовании. Это достижимо благодаря хорошей системе охлаждения двигателя. Работает ВК50-2П от электрической сети в 220 В.","• Электрический двигатель
• Эффективная система охлаждения двигателя
• Транспортировочные колеса
• Вес – 36 кг"
"Компрессор воздушный 2-поршневой ВК50-2Р Дніпро-М, ременной","Вес (кг): 59
Гарантия (мес): 12
Питание: электричество
Напряжение питания сети (В): 220
Тип: поршневой
Мощность (Вт): 2200
Количество оборотов (об / мин): 1100
Частота сети (Гц): 50
Тип передачи: ременная
Объем ресивера (л): 50
Рабочее давление: 0.8 МПа / 8 Бар
Производительность (л / ч): 400","В промышленности без воздушного компрессора не обойтись. Предлагаем вам модель ВК50-2Р от Дніпро-М, она способна надежно и качественно осуществлять свою работу за короткий промежуток времени. С его помощью вы сможете подкачать шины, совершить продувку воздухом и поработать с пневматическим инструментом. 
Аппарат наделен полезными особенностями, среди которых прочный корпус и мобильность. Дніпро-М ВК50-2Р устойчив к влиянию износа и коррозии, а относительно малый вес (59 кг) и колеса делают инструмент удобным для транспортировки. 
У данной модели не случается перегрева, даже при длительном использовании. Это достижимо благодаря хорошей системе охлаждения двигателя. Работает ВК50-2Р от электрической сети в 220 В. ","• Электрический двигатель 
• Эффективная система охлаждения двигателя 
• Транспортировочные колеса 
• Вес – 59 кг "
"Компрессор воздушный поршневой Дніпро-М ПВК24-1","Вес (кг): 18 
Гарантия (мес): 12 
Питание: электричество 
Напряжение питания сети (В): 220 
Тип: поршневой 
Мощность (Вт): 1900 
Количество оборотов (об / мин): 2850 
Частота сети (Гц): 50 
Объем ресивера (л): 24 
Рабочее давление: 0.8 МПа / 8 Бар 
Производительность (л / ч): 206","Воздушный однопоршневой компрессор ПВК24-1 от Дніпро-М – аппарат, который отлично подходит для проведения лакокрасочных работ, продувки труб и накачивания шин. Также, он удобен при работе с пневматическими инструментами. 
Данная модель компрессора изготовлена из высокопрочного металла, который не подвергается механическим повреждениям и коррозии. Легкий весПВК24-1 и два колеса позволят вам переносить инструмент, как вручную, так и в багажнике автомобиля. 
Воздушный компрессор ""Дніпро-М"" ПВК24-1 питается от электросети, но при этом не перегружает линию. Стоит отметить, что аппарат работает практически бесшумно, что позволяет размещать его в квартирах. Также, у него эффективная система охлаждения двигателя, способствующая продолжительной и продуктивной работе инструмента. ","• Эффективная система охлаждения двигателя 
• Прочный корпус 
• Колеса для транспортировки 
• Вес – 18 кг "
"Компрессор воздушный поршневой ПВК24-2 Дніпро-М","Вес (кг): 24 
Гарантия (мес): 12 
Питание: электричество 
Напряжение питания сети (В): 220 
Тип: поршневой 
Мощность (Вт): 1500 
Количество оборотов (об / мин): 2850 
Частота сети (Гц): 50 
Объем ресивера (л): 24 
Рабочее давление: 0.8 МПа / 8 Бар 
Производительность (л / ч): 150","Надежный, эргономичный и компактный компрессор от Дніпро-М ПВК 24-2 станет незаменимым инструментом для решения различных бытовых задач. С помощью данного аппарата, можно осуществлять подачу сжатого воздуха, продувать трубы, проводить покрасочные работы подкачивать шины и т.д. 
У данной модели инструмента ряд полезных качеств: легкость, бесшумность и прочность. Вес Дніпро-М ПВК 24-2 составляет всего 24 кг, а два колеса делают аппарат более мобильным и удобным в транспортировке. Благодаря качественному материалу, из которого изготовлен инструмент, он не подвержен износу и коррозии. 
Воздушный компрессор Дніпро-М ПВК 24-2 работает от электрической сети 220 В, при этом его производительность достигает 150 литров в минуту. Объем ресивера составляет 24 литра. ","• Эффективная система охлаждения двигателя 
• Прочный корпус 
• Колеса для транспортировки 
• Вес – 24 кг "
"Мотоопрыскиватель ранцевый ДНІПРО-М 3W-750","Вес (кг): 10
Гарантия (мес): 12
Тип: бензиновый
Мощность (Вт): 1250
Объем бака (л): 14
Объем двигателя (см³): 42.7
Количество оборотов (об / мин): 7000
Дальность горизонтального опрыскивания (м): до 15
Дальность вертикального опрыскивания (м): до 12","Бензиновый мотоопрыскиватель 3WF-750 от торговой марки Дніпро-М – незаменимый инструмент в уходе за садом и дачным участком. С его помощью ваши растения получат вторую жизнь, спасутся от вредителей и всяческих болезней. 
Опрыскивание станет намного легче, ведь имея мощный двигатель в 1.25 кВт, аппарат способен орошать территорию на расстояние до 15 метров. Относительно небольшой вес инструмента (10 кг) поможет вам проводить длительные работы, а ранцевые крепления добавят комфорта. 
Отметим, модель 3WF-750 оснащена антивибрационной системой, что также способствует удобству оператора. Благодаря баку в 14 литров, опрыскиватель может использоваться на больших территориях, что поможет за один подход произвести нужный вам объем работы. 
Мотоопрыскиватель ""Дніпро-М"" 3WF-750 – мощный аппарат для защиты вашего сада и огорода от вредителей. Отличный выбор для заботливого хозяина! ","• Возможность вертикально и горизонтального опрыскивания
• Бензиновый двигатель
• Объем бака 14 л
• Вес – 10 кг."
"Мотоопрыскиватель ранцевый ДНІПРО-М 3WF-3","Вес (кг): 10.5
Гарантия (мес): 12
Тип: бензиновый
Мощность (Вт): 2130
Объем бака (л): 14
Объем двигателя (см³): 41.5
Количество оборотов (об / мин): 7500
Дальность горизонтального опрыскивания (м): до 12
Дальность вертикального опрыскивания (м): до 8","Компактный и мощный ранцевый опрыскиватель Днiпро-М 3WF-3 – эффективный помощник по уходу за садом. Инструмент нашел широкое применение в профилактике и лечении ваших растений и защиты их от вредителей. 
Опрыскиватель данной модели способен опрыскивать водой либо полезными минералами почву и растительность. Это позволяет бороться с вредителями и позволяет производить качественный уход за Вашим участком. Одной из важнейших особенностей инструмента является его возможность проводить работы по опрыскиванию в горизонтальном (до 12 м) положении. 
Благодаря бензиновому двигателю мощностью 2.13 кВт, вы сможете проводить работы длительное время, а удобное крепление на спину, распределит вес аппарата по всему телу. ","• Возможность горизонтального и вертикального опрыскивания
• Небольшой вес 10,5 кг
• Бензиновый двигатель"
"Мотоопрыскиватель ранцевый ДНІПРО-М SP-350","Вес (кг): 10 
Гарантия (мес): 12 
Тип: бензиновый 
Мощность (Вт): 1500 
Объем бака (л): 25 
Объем двигателя (см³): 52 
Количество оборотов (об / мин): 6500 
Дальность горизонтального опрыскивания (м): до 10 
Дальность вертикального опрыскивания (м): до 6","Эффективный и эргономичный мотоопрыскиватель SP-350 от Дніпро-М с уверенностью можно назвать не только высокоэффективным, но и качественным агрегатом, предназначенным для ухода за садом или дачным участком. 
Данную модель инструмента можно использовать на достаточно больших территориях, находясь далеко от дома. Это возможно благодаря мощному бензиновому двигателю, объем которого составляет 52 м3. 
Дніпро-М SP-350 удобен в эксплуатации, так, его вес составляет всего 10 кг, а с помощью ранцевых застежек он легко помещается у вас за спиной. Мотоопрыскиватель способен проводить как горизонтальное, так и вертикальное распыления, что позволяет охватывать не только кустарники, но и деревья. 
С помощью мотоопрыскивателя Дніпро-М SP-350 вы получите возможность без особых усилий расправиться с вредителями а также обеспечить должный уход за садом или огородом. ","• Возможность вертикального и горизонтального опрыскивания 
• Объем бака – 25 л 
• Бензиновый двигатель 
• Вес – 10 кг 
• 3 форсунки 
• 2 насадки для мелких растений и кустарников "
"Электроопрыскиватель ДНІПРО-М SPE-18B","Вес (кг): 7
Гарантия (мес): 12
Тип: ранцевый с электроприводом и аккумулятором
Объем бака (л): 14
Дальность горизонтального опрыскивания (м): до 12
Тип аккумулятора: гелевый
Аккумулятор: 12 В / 8 Aч
Материал бака: полипропилен","Если вы ищете эффективный и доступный по цене агрегат для опрыскивания растений и комплексного ухода за садом, то Дніпро-М SPE-18B станет для Вас идеальным вариантом. Инструмент легок, практичен, а также не займет много места в вашем доме. 
Благодаря питанию от электрической сети, данная модель распрыскивателя является невероятно тихой, относительно своих бензиновых аналогов. Вес аппарата SPE-18B составляет всего 7 кг, что позволит проводить долговременные работы без серьезных нагрузок на оператора. 
В горизонтальном положении удочки, аппарат способен распрыскивать жидкость на расстояние до 12 метров. Объемный полипропиленовый бак для химикатов (14 л) упрощает процесс эксплуатации инструментом 
С помощью этой модели возможно опрыскивание химическими препаратами и удобрением сельскохозяйственных культур. 
Электрический опрыскиватель SPE-18B от ""Дніпро-М"" станет для Вас надежным помощником по доступной цене. ","• Широкая заливная горловина с фильтром
• Гелевый аккумулятор
• Ударостойкий корпус
• Удобен для работы в помещениях
• Вес – 7 кг"
"Бензопила FORESTA FA-45S","Вес (кг): 5.9 кг
Гарантия (мес): 18
Мощность (Вт): 1700
Комплектация: 1 шина, 1 цепь
Система подачи масла: автоматическая
Объем масляного бака (мл): 260
Шаг цепи (дюйм): 0.325
Длина шины (см): 45.5","Бензопила Foresta FA-45S – компактный и мощный инструмент, предназначен для эффективной распиловки бревен, сухостоя, а также сруба деревьев различных пород на даче или в саду. Модель относится к линейке профессиональных бензопил, комфортна и проста в эксплуатации и обслуживании, отличается рациональным расходом топлива и компактными габаритами.
Мощности силовой установки в 1.7 кВт вполне достаточно для решения бытовых задач, а эргономичный дизайн минимизирует нагрузки во время работ. Для быстрой и комфортной распилке деревьев, пластмассы и даже бетона, инструмент оснащен шиной длиной 45.5 см с рациональным шагом цепи в 0.325 дюйма. Рациональный расход топлива позволяет проводить работы инструментом длительное время без дозаправок.
Бензопила Foresta FA-45S оснащена масляным насосом с регулятором, благодаря которому цепь смазывается автоматически, снижая тем самым износ и предотвращая от коррозии.","• Эргономичная конструкция 
• Рациональный расход топлива 
• Аварийное торможение цепи 
• Воздушный фильтр, предупреждающий о перегревах "
"Бензопила Foresta FA-58S","Вес (кг): 8
Гарантия (мес): 18
Мощность (Вт): 2500
Комплектация: 1 шина, 1 цепь
Система подачи масла: автоматическая
Объем масляного бака (мл): 260
Шаг цепи (дюйм): 0.325
Длина шины (см): 50.8","Бензиновая пила Foresta FA-58 S – профессиональный инструмент в линейке ТМ Foresta, предназначенный для быстрой и эффективной заготовки дров, распиловки изделий из дерева, обрезки веток и среза деревьев. Пила отличается высокой мощностью в 2.5 кВт что позволяет производить работы с деревьями особо прочных пород.
Бензопила Foresta FA-58S оснащается мощным двигателем 2.5 кВт и объемом 58 см. куб. что делает возможным легко и уверенно распиливать различные породы древесины, а с шиной 50.8 см Вы сможете заниматься валкой деревьев в саду или на дачном участке без особых трудностей. Объемный бак на 550 мл, в сочетании с рациональным расходом топлива делает пилу оптимальной в работе и не затратной на расходные материалы.
Моторесурс инструмента увеличен за счет напыления хрома на цилиндр.","• Система автоматического торможения цепи 
• Легкий запуск инструмента
• Скорость цепи достигает 13,5 м/сек
• Низкие вибрации на рукоятке
• Удобный доступ к фильтру и свечам зажигания"
"Эл. триммер Foresta 1200 Вт","Тип: электрический
Мощность (Вт): 1200
Ширина среза (мм): 380
Диаметр лески (мм): 1.6
Напряжение: 220 В
Частота сети: 50 Гц
Скорость вращения (об/мин): 7500
Вес (кг): 4.6
Гарантия (мес): 12","Электрический триммер Foresta 1200 Вт – широко применяется в быту по уходу за садом на даче или загородном доме, используется для скоса различных видов травы, кустарников и даже молодых деревьев. Благодаря данному инструменту Вы легко и быстро приведете свой участок в порядок. Электротриммер является полезным инструментом, так как обладает малыми размерами, что помогает косить траву в труднодоступных местах, где газонокосилки обычно не справляются.
Электротриммер Foresta 1200 Вт оснащается мощным и надежным электродвигателем 1200 Вт, способным развивать до 7,5 тысяч оборотов в минуту, при этом работает от бытовой электросети 220 В. Расположение двигателя находиться сверху, что позволяет работать с мокрой травой даже после сильных осадков. Изогнутая разборная штанга обеспечивает комфорт при работе, а также в транспортировке. Инструмент отличается компактными габаритами и небольшим весом в 4.6 кг. Удобство в эксплуатации придает большая эргономичная ручка.
Преимуществом электротриммера Foresta 1200 Вт является низкий уровень шума, в отличие от бензиновых, что полезно, когда Вы отдыхаете со своей семьей у себя на даче. Прямой тип двигателя снижает износ и значительно продлевает сроки эксплуатации.","• Компактные размеры, небольшой вес 
• Мощность 1.2 кВт 
• Высокие обороты до 7500 в минуту 
• Удобное расположение двигателя 
• Эргономическая конструкция "
"Сварочный инвертор Дніпро-М САБ-250 В","Вес (кг): 4.5 
Гарантия (мес): 24 
Напряжение питания сети (В): 220 
Номинальный сварочный ток (A): 250 
Рабочий цикл (%): 60 
Диапазон сварочного тока (A): 20 - 250 
Потребляемая мощность (Вт): 8800 
Диаметр электрода (мм): 1.6 - 5 
Технология инвертора: IGBT 
Цифровой дисплей: нет 
Пластиковая панель: нет 
Кейс для хранения: есть 
Бренд: Дніпро-М","Краткое описание
Основными преимуществами такого сварочного аппарата ""Дніпро-М"" САБ 250 B являются стабильность в работе, легкость, компактность, низкое энергопотребление, бесшумность и удобство в использовании, а также легкое воспламенение дуги и превосходное формирование сварочного шва. В комплект сварочного аппарата MMA-250B входит пластиковый кейс для хранения и транспортировки данного инструмента.
Полное описание
Сварочный инвертор Дніпро-М САБ 250 В может использоваться как профессионалами, так и новичками сварочного дела. Он прост в эксплуатации, а его вес (7,3 кг) позволяет проводить работы даже на высоте. Сварочный инвертор ""Дніпро-М"" ММА 250 B работает от электросети 220 В, c потребляемой мощностью в 8.8 кВт, при этом аппарат не вызывает перегрузки сети.
Также, у этой модели увеличенный сетевой фильтр, емкостью в 1880-2350 мкф, благодаря чему, она стабильно работает даже при пониженном напряжении сети от 180 Вт.
Стоит отметить и ряд других важных качеств инвертора - функции ""Hotstart"" и ""Anti stick"". Они избавляют от залипания электрода и облегчают зажигание электрической дуги.","• Мобильность, компактные габариты 
• Объемный сетевой фильтр 
• Тоннельная система охлаждения 
• Доступная цена 
• Удобство в эксплуатации и хранении "
"Сварочный инвертор Дніпро-М САБ-250","Вес (кг): 4.5 
Гарантия (мес): 24 
Напряжение питания сети (В): 220 
Номинальный сварочный ток (A): 250 
Рабочий цикл (%): 60 
Диапазон сварочного тока (A): 20 - 250 
Потребляемая мощность (Вт): 8800 
Диаметр электрода (мм): 1.6 - 5 
Технология инвертора: IGBT 
Цифровой дисплей: нет 
Пластиковая панель: нет 
Кейс для хранения: нет 
Бренд: Дніпро-М","Краткое описание
Сварочный инвертор САБ 250 (Сварочный Аппарат Бытовой) – доступная по цене и отличная по качеству модель в линейке ТМ Дніпро-М. Благодаря упрощенной конструкции а также использованию 2 плат и транзисторов по 40 А от производителя Fair удалось создать аппарат с отличными характеристиками и производительностью по выгодной цене.
Полное описание
Несмотря на компактные габариты и вес всего 4.5 кг, сварочный аппарат развивает мощность до 8.8 кВт, что позволяет проводить сварочные работы разной сложности. Внутренняя электроника надежно защищена прочным металлическим корпусом, продлевая тем самым срок эксплуатации. Плавная регулировка силы тока обеспечивает максимально точную работу, а использование электродов диаметра от 1.6 мм до 5 мм позволяет варить металл различной толщины. 
Сварка удобна в использовании и транспортировке благодаря устойчивой дуге и системе плавного старта. Сварочные работы возможны даже при перепадах напряжения, а упрощенная система сетевых фильтров и доступная цена сделали сварочный инвертор САБ-250 надежным и удобным помощником, широко применимым в бытовом сегменте. ","• Облегченный сетевой фильтр 
• Улучшенная защита от перегревов 
• Сварочный ток 20-250 А 
• Компактные габариты, небольшой вес 
• Система Anti Stick предотвращает залипание электродов "
"Газонокосилка бензиновая Foresta LM-4G","Вес (кг): 32.5
Гарантия (мес): 24
Минимальная ширина реза (см): 46
Высота реза (мм): 25-75
Травосборник: 60 л (тканевый)","Бензиновая газонокосилка ""Foresta"" LM-4G предназначена для регулярного скоса травы в саду, на даче или поляне. Отлично подходит для стрижки больших территорий в дали от источника электропитания. Обладает 4-х тактным бензиновым двигателем мощностью 4 л.с., с увеличенным моторесурсом для длительного и не прерывного скашивания.
Отличительной особенностью ""Foresta"" LM-4G является ширина среза, которая достигает 46 см, за счет чего позволяет скашивать траву даже по краям газона. Легкая регулировка высоты скоса осуществляется одним рычагом, сама высота варьируется от 25 до 75 мм. Газонокосилка обладает 4 лезвиями, благодаря чему осуществляется более качественный скос территории. Вся срезанная трава собирается в большой тканевый травосборник емкостью 60 л. Следует отметить, что для поддержания роста, стричь газон следует: после зимнего периода, каждые 10-15 суток, в летний период – каждую неделю. ","• Надежный стальной корпус
• Колеса на подшипниках
• Простой и удобный запуск двигателя
• Регулировка высоты скоса
• Ширина среза 46 см"
"Станок для заточки цепи ""Дніпро-М"" ВСП-560","Вес (кг): 2.2 / 2.5 
Гарантия (мес): 12 
Мощность (Вт): 560 
Частота сети (Гц): 50 
Скорость вращения двигателя (об / мин): 5000 
Класс защиты корпуса: IP20 
Угол поворота влево-вправо: 35 
Внутренний диаметр диска (мм): 23 
Внешний диаметр диска (мм): 108 
Бренд: Дніпро-М","Современный станок для заточки цепей Дніпро-М ВСП-560 – электроинструмент позволяющий затачивать цепь на бензопилы, предотвращая износ цепи и обеспечивая максимальную продуктивность в выполнении работ различного характера. Благодаря компактным габаритам и прочной пластиковой конструкции инструмент удобен в эксплуатации и транспортировке.
Высокая производительность и мощный электродвигатель в 560 Ватт позволяют работать с любыми видами цепей. Аппарат оснащен заточным полотном с диаметром 108 мм, а максимальная толщина диска ограничена показателями 3.2 мм. Удобная рукоятка и специальный зажим для цепи позволяют контролировать ход диска и производить обработку цепи особой прочности.
После получения заточного станка можно сразу приступать к работам: в комплектации есть все необходимое. Одним из ключевых преимуществ инструмента является высокая скорость вращения круга до 5000 об/мин. Удобный инструмент с закрепленным вращающимся диском решит все вопросы по уходу за комплектующими бензопилы и существенно продлит их срок эксплуатации.","• Регулировка угла наклона (с градусами) 
• Механизм, фиксирующий цепь 
• Компактность, низкий вес "
"Станок для заточки цепи ""Дніпро-М"" НСМ-550","Вес (кг): 2.2 / 2.5 
Гарантия (мес): 12 
Мощность (Вт): 550 
Частота сети (Гц): 50 
Скорость вращения двигателя (об / мин): 6300 
Класс защиты корпуса: IP20 
Угол поворота влево-вправо: 30 
Внутренний диаметр диска (мм): 23 
Внешний диаметр диска (мм): 108 
Бренд: Дніпро-М","Дніпро-М НСМ-550 – малогабаритный электроинструмент позволяющий затачивать различные цепи бензиновых пил, тем самым повышая их производительность и снижая износ. С таким аппаратом у вам больше нет необходимости отвозить свой инструмент в сервисный центр, тратить свое время и деньги на обслуживание бензо и электропил. 
Модель оснащена мощным электродвигателем в 550 Ватт, что в сочетании с высокой скоростью вращения заточного круга обеспечивает быструю и эффективную заточку цепи. Высокая точность и качество обработки достигается с помощью системы фиксации цепи. Инструмент используется с заточными дисками диаметром 108 мм, отверстием 23 мм и толщиной не более 4.5 мм. 

Заточное полотно вращается со скоростью 6500 об/мин. Эргономичный дизайн и продуманная конструкция позволяет производить работы с максимальным комфортом и устанавливать инструмент в любых местах. ","• Металлическое основание 
• Регулируемый угол наклона (шкала с градусами) 
• Фиксация цепи 
• Мобильность, небольшой вес "
"Станок для заточки цепи ""Дніпро-М"" НСП-600","Вес (кг): 1.8 / 2.0
Гарантия (мес): 12
Мощность (Вт): 600
Частота сети (Гц): 50
Скорость вращения двигателя (об / мин): 6300
Класс защиты корпуса: IP20
Угол поворота влево-вправо: 30
Внутренний диаметр диска (мм): 10
Внешний диаметр диска (мм): 100
Бренд: Дніпро-М","С помощью станка Дніпро-М НСП-600 Вы сможете в бытовых условиях затачивать абсолютно любые пильные полотна, предотвращая их износ и обеспечивая высокую продуктивность. Компактные габариты и вес инструмента менее 2 кг обеспечивают должный комфорт в использовании и легкость в транспортировке. 
С помощью данной модели возможна заточка цепей с различным шагом, толщиной и длиной. Аппарат оснащен электродвигателем, мощности которого (600 Вт) будет достаточно для осуществления любых работ. Вам больше не придется сдавать бензо и электропилы в сервисный центр или длительное время орудовать напильником. Заточенная цепь пилы уменьшает временные затраты, снижает нагрузку на двигатель и, в целом, увеличивает срок эксплуатации инструмента. 
Станок используется с заточными дисками: диаметр 100 мм, отверстие 10 мм, толщина 3.2-4.5 мм (В комплекте идет 1 заточной диск). Несмотря на небольшой вес, инструмент развивает 6300 об/мин, обеспечивая быструю заточку особой точности. ","• Прочное основание из пластика 
• Система регулировки угла наклона в градусах 
• Компактные габариты 
• Фиксация цепи "
